page_id,name,urlslug,ID,ALIGN,EYES,HAIR,SEX,SEXUALITY,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
222255,Quetzlotl (New Earth),Quetzlotl_(New_Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, March",2010
158681,Stuart Rawlings (New Earth),Stuart_Rawlings_(New_Earth),Public Identity,ND,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, March",2010
183776,Ten of Spades VIII (New Earth),Ten_of_Spades_VIII_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, March",2010
375611,Nathaniel Wayne (New Earth),Nathaniel_Wayne_(New_Earth),Public Identity,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, July",2010
173442,Steven Frank (New Earth),Steven_Frank_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, July",2010
252529,Chu Jung Impostor (New Earth),Chu_Jung_Impostor_(New_Earth),ND,Neutral Characters,White Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, January",2010
251726,Gong Gong Impostor (New Earth),Gong_Gong_Impostor_(New_Earth),Identity Unknown,Neutral Characters,White Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, January",2010
284485,Isabel Glenn (New Earth),Isabel_Glenn_(New_Earth),Public Identity,Good Characters,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, January",2010
250884,Kuan Ti Impostor (New Earth),Kuan_Ti_Impostor_(New_Earth),Secret Identity,Neutral Characters,White Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, January",2010
252709,Lei Kung Impostor (New Earth),Lei_Kung_Impostor_(New_Earth),Identity Unknown,Neutral Characters,White Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, January",2010
252047,Lei Zi Impostor (New Earth),Lei_Zi_Impostor_(New_Earth),ND,Neutral Characters,White Eyes,ND,Female Characters,Heterosexual Characters,Living Characters,1,"2010, January",2010
157188,Diesel (New Earth),Diesel_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, February",2010
222107,Nicholas Quinzel (New Earth),Nicholas_Quinzel_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, February",2010
202298,Sharon Quinzel (New Earth),Sharon_Quinzel_(New_Earth),Public Identity,ND,Violet Eyes,Green Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, February",2010
159043,Vivienne (New Earth),Vivienne_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, February",2010
357630,Bizarro Booster Gold (New Earth),Bizarro_Booster_Gold_(New_Earth),Secret Identity,Neutral Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
357645,Bizarro Fire (New Earth),Bizarro_Fire_(New_Earth),Secret Identity,Neutral Characters,ND,Blue Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
357640,Bizarro Firestorm (New Earth),Bizarro_Firestorm_(New_Earth),Secret Identity,Neutral Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
358690,Bizarro Hawkman (New Earth),Bizarro_Hawkman_(New_Earth),Secret Identity,Neutral Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211536,Black Commando (New Earth),Black_Commando_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211533,British Bulldog (New Earth),British_Bulldog_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211549,Captain Jaques (New Earth),Captain_Jaques_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211555,Cavalry-Man (New Earth),Cavalry-Man_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211762,Choreographer (New Earth),Choreographer_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
191580,Coalface (New Earth),Coalface_(New_Earth),Secret Identity,Good Characters,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211524,Cornwall Boy (New Earth),Cornwall_Boy_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211766,Drama King (New Earth),Drama_King_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211708,Fabulous Boater Man (New Earth),Fabulous_Boater_Man_(New_Earth),Secret Identity,ND,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
214715,Ill-Informed White Guy (New Earth),Ill-Informed_White_Guy_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211517,Lady Nightingale (New Earth),Lady_Nightingale_(New_Earth),Secret Identity,ND,ND,Grey Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211779,Lady Voodoo (New Earth),Lady_Voodoo_(New_Earth),Secret Identity,ND,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211558,Major Hubert (New Earth),Major_Hubert_(New_Earth),Secret Identity,ND,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211711,Mighty Morris (New Earth),Mighty_Morris_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211527,Ming Dynasty (New Earth),Ming_Dynasty_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211551,Mister Granite (New Earth),Mister_Granite_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211699,Momma Cuss (New Earth),Momma_Cuss_(New_Earth),Secret Identity,ND,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211539,Near Miss (New Earth),Near_Miss_(New_Earth),Secret Identity,ND,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211705,Only Child (New Earth),Only_Child_(New_Earth),Secret Identity,ND,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
209853,Orange Medal (New Earth),Orange_Medal_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211507,Oxymoron (New Earth),Oxymoron_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
214718,Pharaoh I (New Earth),Pharaoh_I_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
214719,Pharaoh II (New Earth),Pharaoh_II_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211570,Rush Hour I (New Earth),Rush_Hour_I_(New_Earth),Secret Identity,ND,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211576,Rush Hour III (New Earth),Rush_Hour_III_(New_Earth),Secret Identity,ND,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211514,Senior Citizen (New Earth),Senior_Citizen_(New_Earth),Secret Identity,ND,ND,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211743,Settler II (New Earth),Settler_II_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211561,Settler III (New Earth),Settler_III_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211702,Settler IV (New Earth),Settler_IV_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211567,Settler V (New Earth),Settler_V_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211693,Sterling Silver (New Earth),Sterling_Silver_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
191588,Stone Cold Luke (New Earth),Stone_Cold_Luke_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211520,Super Annuator (New Earth),Super_Annuator_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211545,Tin Bib (New Earth),Tin_Bib_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211541,Toxic Tucker (New Earth),Toxic_Tucker_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211789,Two-Ton Ted (New Earth),Two-Ton_Ted_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
211564,Yellow Peril (New Earth),Yellow_Peril_(New_Earth),Secret Identity,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, December",2010
206663,Altman (New Earth),Altman_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
172774,Brigadoom (New Earth),Brigadoom_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
282125,Joshua Dazzleby (New Earth),Joshua_Dazzleby_(New_Earth),ND,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
204714,Kai-Ro (New Earth),Kai-Ro_(New_Earth),Secret Identity,Good Characters,Green Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
204712,Mareena (New Earth),Mareena_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
204698,Micron (New Earth),Micron_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
204708,Rex Stewart (New Earth),Rex_Stewart_(New_Earth),Secret Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
174977,Rosalyn Mays (New Earth),Rosalyn_Mays_(New_Earth),ND,ND,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
177751,Walter Steele (New Earth),Walter_Steele_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, August",2010
312132,Mind Czar (New Earth),Mind_Czar_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2010, April",2010
308610,Dyn-Xe (New Earth),Dyn-Xe_(New_Earth),Public Identity,Good Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, September",2009
143018,Sarolis (New Earth),Sarolis_(New_Earth),ND,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, September",2009
182032,Six of Spades II (New Earth),Six_of_Spades_II_(New_Earth),ND,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2009, September",2009
156896,Conundrum (New Earth),Conundrum_(New_Earth),ND,Bad Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"2009, October",2009
369292,Dax-Am (New Earth),Dax-Am_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, October",2009
147156,Diane Dorst (New Earth),Diane_Dorst_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2009, October",2009
148422,Cinderblock (New Earth),Cinderblock_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, November",2009
182044,Eight of Diamonds I (New Earth),Eight_of_Diamonds_I_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, November",2009
334432,Alvin Tanner (New Earth),Alvin_Tanner_(New_Earth),Public Identity,Good Characters,Brown Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, March",2009
112941,Cyrus Lord (New Earth),Cyrus_Lord_(New_Earth),ND,ND,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, March",2009
312406,Adam Bomb (New Earth),Adam_Bomb_(New_Earth),ND,Bad Characters,Blue Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, June",2009
314886,Barbara Lane (New Earth),Barbara_Lane_(New_Earth),ND,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2009, June",2009
314936,Chante Coles (New Earth),Chante_Coles_(New_Earth),ND,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2009, June",2009
314924,Henry Lane (New Earth),Henry_Lane_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, June",2009
138898,Jonathan Romero (New Earth),Jonathan_Romero_(New_Earth),ND,ND,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, June",2009
317355,Mitchell Lane (New Earth),Mitchell_Lane_(New_Earth),ND,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, June",2009
138177,Batman Jones (New Earth),Batman_Jones_(New_Earth),ND,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, July",2009
137825,Dvorcek (New Earth),Dvorcek_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, July",2009
137112,Regulator II (New Earth),Regulator_II_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, July",2009
93987,Norman McCay (New Earth),Norman_McCay_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, January",2009
210225,Big Don Drummond (New Earth),Big_Don_Drummond_(New_Earth),Secret Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
215345,Blockbuster IV (New Earth),Blockbuster_IV_(New_Earth),Secret Identity,Bad Characters,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
155089,Boneblaster (New Earth),Boneblaster_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
215342,King Billy (New Earth),King_Billy_(New_Earth),Secret Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
215339,La Sangre (New Earth),La_Sangre_(New_Earth),Secret Identity,Good Characters,Red Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
139247,Val-Ty (New Earth),Val-Ty_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
157989,William von Hammer (New Earth),William_von_Hammer_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2009, August",2009
120711,Erszebet Bathory (New Earth),Erszebet_Bathory_(New_Earth),ND,Bad Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"2009, April",2009
80117,Koko (New Earth),Koko_(New_Earth),ND,Neutral Characters,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2008, October",2008
90872,Zevonn Parzzx (New Earth),Zevonn_Parzzx_(New_Earth),Public Identity,Good Characters,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2008, October",2008
345775,Agrippe (New Earth),Agrippe_(New_Earth),Public Identity,Good Characters,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2008, March",2008
128561,Hammond Carter (New Earth),Hammond_Carter_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2008, March",2008
134792,Sterling Fry (New Earth),Sterling_Fry_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2008, March",2008
338096,Victor Sono (New Earth),Victor_Sono_(New_Earth),Public Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2008, March",2008
60689,Layla Adams (New Earth),Layla_Adams_(New_Earth),Secret Identity,ND,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2008, June",2008
66339,Mike Virgil (New Earth),Mike_Virgil_(New_Earth),ND,ND,Blue Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2008, June",2008
